date,type,code,industry,roc,ey,days,entry_date,entry_price,exit_date,final_close,max_high,max_ret_pct,final_ret_pct,bars_held
20260430,ROC_Top20,000656,全国地产,850.1,231.6,60,20260430,1.4,20260730,1.19,1.53,9.29,-15.0,60
20260430,ROC_Top20,001965,路桥,578.5,6.4,60,20260430,9.4,20260729,10.56,10.65,13.3,12.34,60
20260430,ROC_Top20,002555,互联网,534.9,6.8,60,20260430,21.43,20260729,19.18,22.71,5.97,-10.5,60
20260430,ROC_Top20,603195,家用电器,503.3,6.2,60,20260430,44.85,20260729,41.28,45.29,0.98,-7.96,60
20260430,ROC_Top20,000423,中成药,399.8,6.6,60,20260430,55.0,20260729,53.8,54.95,-0.09,-2.18,60
20260430,ROC_Top20,688578,化学制药,358.9,6.1,60,20260430,92.6,20260729,118.3,138.3,49.35,27.75,60
20260430,ROC_Top20,600754,酒店餐饮,318.3,4.4,60,20260430,25.56,20260729,19.23,25.31,-0.98,-24.77,60
20260430,ROC_Top20,603529,摩托车,302.4,10.8,60,20260430,23.41,20260729,21.65,23.55,0.6,-7.52,60
20260430,ROC_Top20,600600,啤酒,280.5,8.0,60,20260430,63.41,20260729,55.56,63.64,0.36,-12.38,60
20260430,ROC_Top20,000951,汽车整车,275.0,14.7,60,20260430,21.85,20260729,23.23,23.65,8.24,6.32,60
20260430,ROC_Top20,601390,建筑工程,270.6,8.8,60,20260430,5.08,20260729,4.6,5.2,2.36,-9.45,60
20260430,ROC_Top20,600258,酒店餐饮,252.9,5.8,60,20260430,15.65,20260729,12.31,15.58,-0.45,-21.34,60
20260430,ROC_Top20,688188,专用机械,226.3,3.1,60,20260430,141.78,20260729,102.12,179.78,26.8,-27.97,60
20260430,ROC_Top20,600012,路桥,221.3,7.9,60,20260430,15.66,20260729,18.34,19.57,24.97,17.11,60
20260430,ROC_Top20,603605,日用化工,211.7,9.1,60,20260430,61.88,20260729,61.13,67.95,9.81,-1.21,60
20260430,ROC_Top20,603515,家用电器,210.6,7.9,60,20260430,20.26,20260729,16.99,21.82,7.7,-16.14,60
20260430,ROC_Top20,688332,半导体,198.0,11.8,60,20260430,113.5,20260729,80.93,162.42,43.1,-28.7,60
20260430,ROC_Top20,002612,服饰,194.2,15.3,60,20260430,16.09,20260729,14.22,17.0,5.66,-11.62,60
20260430,ROC_Top20,000408,农药化肥,191.2,2.9,60,20260430,89.26,20260729,79.6,92.88,4.06,-10.82,60
20260430,ROC_Top20,603288,食品,1538.1,3.9,90,20260430,38.64,20260909,34.36,39.06,1.09,-11.08,90
20260430,ROC_Top20,000656,全国地产,850.1,231.6,90,20260430,1.4,20260909,1.25,1.53,9.29,-10.71,89
20260430,ROC_Top20,001965,路桥,578.5,6.4,90,20260430,9.4,20260909,9.56,10.71,13.94,1.7,90
20260430,ROC_Top20,002555,互联网,534.9,6.8,90,20260430,21.43,20260909,18.39,22.71,5.97,-14.19,90
20260430,ROC_Top20,603195,家用电器,503.3,6.2,90,20260430,44.85,20260909,38.79,45.29,0.98,-13.51,90
20260430,ROC_Top20,000423,中成药,399.8,6.6,90,20260430,55.0,20260909,46.71,56.29,2.35,-15.07,90
20260430,ROC_Top20,688578,化学制药,358.9,6.1,90,20260430,92.6,20260909,104.3,138.3,49.35,12.63,90
20260430,ROC_Top20,600754,酒店餐饮,318.3,4.4,90,20260430,25.56,20260909,19.6,25.31,-0.98,-23.32,90
20260430,ROC_Top20,603529,摩托车,302.4,10.8,90,20260430,23.41,20260909,21.82,23.55,0.6,-6.79,90
20260430,ROC_Top20,600600,啤酒,280.5,8.0,90,20260430,63.41,20260909,51.38,63.64,0.36,-18.97,90
20260430,ROC_Top20,000951,汽车整车,275.0,14.7,90,20260430,21.85,20260909,22.47,23.88,9.29,2.84,90
20260430,ROC_Top20,601390,建筑工程,270.6,8.8,90,20260430,5.08,20260909,4.44,5.2,2.36,-12.6,90
20260430,ROC_Top20,600258,酒店餐饮,252.9,5.8,90,20260430,15.65,20260909,11.87,15.58,-0.45,-24.15,90
20260430,ROC_Top20,688188,专用机械,226.3,3.1,90,20260430,141.78,20260909,96.18,179.78,26.8,-32.16,90
20260430,ROC_Top20,600012,路桥,221.3,7.9,90,20260430,15.66,20260909,15.86,19.57,24.97,1.28,90
20260430,ROC_Top20,603605,日用化工,211.7,9.1,90,20260430,61.88,20260909,60.3,67.95,9.81,-2.55,90
20260430,ROC_Top20,603515,家用电器,210.6,7.9,90,20260430,20.26,20260909,15.15,21.82,7.7,-25.22,90
